OrderDate,Region,City,CustomerID,ProductCategory,ProductName,Quantity,SalesAmount,Profit
2024-05-26,East,Bhubaneswar,CUST3115,Dairy,Amul Milk 1L,3,774,101
2024-12-04,East,Bhubaneswar,CUST5975,Fruits & Vegetables,Apples 1kg,7,1505,76
2024-08-07,West,Ahmedabad,CUST3620,Dairy,Amul Milk 1L,10,1370,250
2024-10-06,West,Pune,CUST2420,Fruits & Vegetables,Apples 1kg,6,1002,156
2024-01-27,South,Bengaluru,CUST0245,Dairy,Paneer 200g,6,2694,506
2025-04-14,South,Chennai,CUST2365,Snacks,Bingo Mad Angles,10,3980,605
2025-01-02,East,Patna,CUST7464,Household,Harpic Toilet Cleaner,2,316,46
2025-11-07,North,Chandigarh,CUST0712,Dairy,Britannia Cheese,1,267,16
2025-04-21,North,Chandigarh,CUST3412,Personal Care,Lux Soap,6,1218,109
2024-02-16,South,Hyderabad,CUST2829,Bakery,Britannia Bread,2,236,14
2025-06-29,North,Jaipur,CUST5142,Fruits & Vegetables,Apples 1kg,9,4041,396
2025-11-06,South,Hyderabad,CUST1048,Bakery,Cake 500g,2,978,96
2025-11-22,West,Ahmedabad,CUST9699,Bakery,Britannia Bread,2,514,90
2025-07-19,East,Kolkata,CUST6005,Personal Care,Colgate Toothpaste,6,2136,107
2025-05-12,East,Patna,CUST1594,Groceries,Aashirvaad Atta 5kg,8,1080,58
2024-04-14,East,Patna,CUST8327,Groceries,Fortune Oil 1L,8,2168,422
2025-04-25,South,Chennai,CUST0127,Beverages,Coca Cola 2L,2,216,32
2025-09-27,South,Hyderabad,CUST4404,Dairy,Britannia Cheese,8,3784,683
2024-07-29,South,Chennai,CUST5047,Beverages,Pepsi 2L,3,1200,127
2025-08-12,West,Pune,CUST9214,Beverages,Pepsi 2L,10,3400,589
2024-10-31,South,Bengaluru,CUST0830,Dairy,Paneer 200g,7,2380,274
2025-08-05,West,Pune,CUST7059,Fruits & Vegetables,Tomatoes 1kg,3,381,34
2024-03-09,West,Pune,CUST7377,Dairy,Amul Milk 1L,7,805,50
2024-01-16,West,Pune,CUST2873,Snacks,Lays Chips 100g,4,684,61
2025-08-20,East,Patna,CUST3523,Beverages,Coca Cola 2L,1,152,25
2025-03-03,North,Delhi,CUST1967,Fruits & Vegetables,Tomatoes 1kg,7,2191,146
2024-03-20,South,Bengaluru,CUST9495,Groceries,Tata Salt 1kg,9,1944,258
2024-09-15,East,Patna,CUST6429,Household,Vim Bar,6,2622,323
2024-09-21,West,Pune,CUST4207,Bakery,Cake 500g,8,2560,434
2025-05-21,South,Chennai,CUST4161,Fruits & Vegetables,Bananas 1kg,6,1686,267
2025-11-08,North,Jaipur,CUST6378,Groceries,Aashirvaad Atta 5kg,5,1035,141
2025-10-23,East,Kolkata,CUST4878,Dairy,Amul Milk 1L,5,1955,284
2025-03-20,North,Jaipur,CUST4406,Beverages,Coca Cola 2L,5,1060,72
2025-07-14,West,Mumbai,CUST8777,Snacks,KurKure 50g,10,1560,201
2024-12-06,West,Mumbai,CUST6054,Snacks,Lays Chips 100g,3,261,31
2025-05-17,South,Bengaluru,CUST3366,Personal Care,Colgate Toothpaste,7,1393,87
2024-01-25,North,Chandigarh,CUST8039,Personal Care,Lux Soap,3,1008,117
2024-07-12,North,Delhi,CUST6556,Dairy,Amul Milk 1L,6,2658,446
2024-11-09,East,Patna,CUST4322,Fruits & Vegetables,Apples 1kg,2,736,61
2024-03-14,West,Mumbai,CUST5744,Groceries,Tata Salt 1kg,8,3792,518
2024-07-19,East,Bhubaneswar,CUST1566,Groceries,Tata Salt 1kg,3,1341,267
2024-01-21,South,Chennai,CUST7357,Dairy,Paneer 200g,1,498,58
2024-09-27,East,Bhubaneswar,CUST7961,Bakery,Britannia Bread,7,3409,480
2025-02-09,South,Hyderabad,CUST4396,Beverages,Red Bull 250ml,2,698,51
2025-11-09,East,Kolkata,CUST3055,Snacks,KurKure 50g,6,1674,100
2024-04-21,South,Hyderabad,CUST9892,Personal Care,Lux Soap,3,1395,84
2025-01-09,North,Chandigarh,CUST4609,Bakery,Buns 4pcs,9,1845,305
2024-11-01,West,Pune,CUST7212,Household,Vim Bar,1,472,44
2024-04-24,North,Chandigarh,CUST9260,Snacks,KurKure 50g,2,270,32
2024-02-25,South,Chennai,CUST9928,Household,Harpic Toilet Cleaner,6,324,26
2025-06-08,South,Hyderabad,CUST5270,Fruits & Vegetables,Tomatoes 1kg,3,309,56
2025-03-09,North,Jaipur,CUST4628,Bakery,Britannia Bread,10,4220,295
2024-03-23,West,Ahmedabad,CUST6562,Fruits & Vegetables,Bananas 1kg,1,484,42
2025-06-21,North,Chandigarh,CUST6305,Groceries,Fortune Oil 1L,5,665,81
2024-01-10,West,Ahmedabad,CUST6859,Groceries,Tata Salt 1kg,6,1686,109
2024-07-05,North,Delhi,CUST1763,Beverages,Red Bull 250ml,10,1410,256
2024-05-31,West,Mumbai,CUST9343,Bakery,Cake 500g,1,298,48
2025-06-30,East,Patna,CUST0093,Dairy,Amul Milk 1L,6,882,164
2025-11-26,North,Jaipur,CUST0834,Fruits & Vegetables,Apples 1kg,9,3600,210
2024-08-27,North,Delhi,CUST3707,Household,Harpic Toilet Cleaner,5,1590,151
2024-08-21,South,Hyderabad,CUST9163,Personal Care,Lux Soap,7,1274,66
2024-06-06,North,Delhi,CUST4560,Fruits & Vegetables,Apples 1kg,4,816,58
2025-11-30,North,Delhi,CUST9860,Personal Care,Lux Soap,1,90,8
2025-05-03,South,Bengaluru,CUST5609,Snacks,KurKure 50g,9,1809,140
2024-06-11,South,Bengaluru,CUST0360,Bakery,Britannia Bread,3,549,72
2025-03-02,South,Hyderabad,CUST3085,Beverages,Coca Cola 2L,9,3276,302
2024-10-21,West,Pune,CUST1925,Bakery,Buns 4pcs,7,1358,79
2025-04-05,North,Delhi,CUST3807,Personal Care,Colgate Toothpaste,7,2814,242
2025-09-29,North,Chandigarh,CUST6303,Household,Surf Excel 1kg,9,1584,84
2024-05-19,South,Bengaluru,CUST4293,Fruits & Vegetables,Bananas 1kg,8,1936,267
2024-08-25,West,Pune,CUST4176,Beverages,Coca Cola 2L,10,2190,298
2024-07-22,West,Pune,CUST5596,Bakery,Buns 4pcs,1,410,77
2025-03-28,South,Chennai,CUST2620,Groceries,Aashirvaad Atta 5kg,6,1002,54
2025-08-19,West,Pune,CUST8552,Bakery,Cake 500g,9,1422,235
2025-03-01,East,Kolkata,CUST7083,Snacks,Lays Chips 100g,5,1420,251
2025-09-12,East,Bhubaneswar,CUST5803,Beverages,Red Bull 250ml,3,288,29
2025-03-17,South,Hyderabad,CUST5265,Personal Care,Dove Soap,4,1828,109
2024-09-28,East,Bhubaneswar,CUST2097,Household,Surf Excel 1kg,7,2331,442
2025-12-29,East,Kolkata,CUST6777,Groceries,Fortune Oil 1L,4,1096,84
2025-09-12,East,Patna,CUST9429,Personal Care,Dove Soap,1,392,78
2025-09-29,West,Pune,CUST9819,Dairy,Amul Milk 1L,5,2405,411
2024-06-19,East,Patna,CUST3485,Household,Surf Excel 1kg,3,1107,106
2025-05-14,North,Chandigarh,CUST3008,Personal Care,Dove Soap,8,1792,253
2024-12-27,North,Delhi,CUST1152,Dairy,Amul Milk 1L,2,552,73
2025-11-23,North,Delhi,CUST6468,Personal Care,Colgate Toothpaste,3,906,153
2024-08-03,East,Patna,CUST5935,Dairy,Amul Milk 1L,9,2457,485
2024-01-20,South,Bengaluru,CUST8173,Dairy,Britannia Cheese,8,720,41
2024-08-28,North,Chandigarh,CUST2008,Groceries,Fortune Oil 1L,10,750,143
2025-09-08,South,Chennai,CUST5312,Fruits & Vegetables,Apples 1kg,8,592,100
2024-07-05,East,Bhubaneswar,CUST0018,Fruits & Vegetables,Bananas 1kg,9,1449,272
2025-09-18,East,Patna,CUST1035,Beverages,Pepsi 2L,10,4190,342
2025-11-04,South,Bengaluru,CUST2693,Groceries,Aashirvaad Atta 5kg,6,1962,313
2024-12-06,North,Jaipur,CUST9470,Fruits & Vegetables,Bananas 1kg,3,552,47
2024-05-10,North,Jaipur,CUST0346,Bakery,Buns 4pcs,10,3080,290
2025-11-12,East,Kolkata,CUST1746,Dairy,Britannia Cheese,8,1176,127
2025-11-09,East,Patna,CUST9217,Household,Surf Excel 1kg,8,2536,476
2025-08-24,East,Patna,CUST9802,Fruits & Vegetables,Tomatoes 1kg,1,186,16
2024-09-11,South,Bengaluru,CUST7838,Dairy,Britannia Cheese,3,954,120
2024-07-30,South,Bengaluru,CUST2312,Beverages,Coca Cola 2L,1,184,15
2025-07-06,South,Hyderabad,CUST2344,Household,Surf Excel 1kg,3,693,86
2025-04-13,North,Delhi,CUST0000,Fruits & Vegetables,Bananas 1kg,9,1170,96
2025-05-12,North,Jaipur,CUST9131,Personal Care,Dove Soap,4,716,36
2024-05-27,South,Hyderabad,CUST0148,Groceries,Aashirvaad Atta 5kg,4,1196,125
2025-02-02,West,Ahmedabad,CUST8373,Groceries,Fortune Oil 1L,9,4356,470
2025-03-19,North,Jaipur,CUST7565,Snacks,Lays Chips 100g,4,716,59
2024-12-26,North,Jaipur,CUST1686,Bakery,Buns 4pcs,10,4290,625
2024-02-10,East,Bhubaneswar,CUST0421,Beverages,Coca Cola 2L,6,2940,228
2025-10-28,South,Hyderabad,CUST6882,Snacks,KurKure 50g,3,1098,135
2025-06-20,West,Mumbai,CUST9222,Personal Care,Dove Soap,9,450,82
2024-01-17,South,Chennai,CUST9107,Beverages,Pepsi 2L,9,4455,594
2024-06-08,North,Jaipur,CUST1353,Dairy,Britannia Cheese,6,2100,403
2024-12-19,West,Mumbai,CUST0151,Dairy,Paneer 200g,6,840,111
2024-07-19,West,Ahmedabad,CUST5386,Snacks,KurKure 50g,2,620,114
2024-05-07,North,Delhi,CUST7630,Bakery,Britannia Bread,7,2226,362
2024-08-06,East,Patna,CUST5583,Household,Surf Excel 1kg,9,3114,564
2024-05-23,West,Pune,CUST3054,Bakery,Cake 500g,9,4095,369
2025-11-21,East,Patna,CUST7369,Household,Vim Bar,5,1865,143
2025-07-31,South,Chennai,CUST5832,Groceries,Tata Salt 1kg,5,1385,208
2024-11-20,West,Mumbai,CUST7397,Groceries,Fortune Oil 1L,10,3790,534
2025-03-20,North,Jaipur,CUST4317,Fruits & Vegetables,Tomatoes 1kg,1,86,9
2024-09-09,North,Delhi,CUST2992,Dairy,Amul Milk 1L,10,1650,133
2024-11-06,North,Jaipur,CUST3658,Groceries,Aashirvaad Atta 5kg,3,1131,214
2025-11-25,East,Kolkata,CUST1173,Dairy,Britannia Cheese,8,1184,159
2024-03-08,South,Bengaluru,CUST4840,Bakery,Britannia Bread,10,2270,269
2025-02-25,West,Mumbai,CUST7996,Dairy,Amul Milk 1L,4,1016,90
2024-05-23,West,Mumbai,CUST2701,Dairy,Britannia Cheese,10,3910,304
2025-12-20,South,Bengaluru,CUST4850,Personal Care,Lux Soap,7,3269,401
2025-05-24,South,Chennai,CUST3183,Fruits & Vegetables,Apples 1kg,7,2646,445
2025-11-13,West,Mumbai,CUST0157,Groceries,Aashirvaad Atta 5kg,9,3708,478
2024-09-20,North,Jaipur,CUST4458,Household,Surf Excel 1kg,2,744,80
2025-01-01,West,Mumbai,CUST1455,Dairy,Britannia Cheese,7,2058,128
2024-01-27,North,Chandigarh,CUST4206,Personal Care,Colgate Toothpaste,9,2907,452
2025-11-19,North,Delhi,CUST0888,Bakery,Britannia Bread,10,3550,278
2025-07-26,North,Chandigarh,CUST9629,Dairy,Amul Milk 1L,4,664,122
2025-05-05,South,Hyderabad,CUST4338,Groceries,Tata Salt 1kg,9,4068,669
2024-01-12,East,Bhubaneswar,CUST2970,Snacks,Bingo Mad Angles,7,2296,124
2025-02-20,East,Patna,CUST3384,Personal Care,Dove Soap,3,1443,192
2024-05-16,North,Delhi,CUST8226,Beverages,Coca Cola 2L,10,2630,205
2025-05-15,West,Pune,CUST1900,Fruits & Vegetables,Apples 1kg,5,2490,396
2025-09-14,East,Patna,CUST5240,Dairy,Amul Milk 1L,4,984,104
2024-10-18,South,Bengaluru,CUST1732,Bakery,Buns 4pcs,4,752,55
2025-02-22,East,Kolkata,CUST9989,Dairy,Amul Milk 1L,8,712,129
2024-11-08,West,Mumbai,CUST2373,Bakery,Buns 4pcs,5,590,48
2024-08-08,North,Jaipur,CUST3579,Snacks,Lays Chips 100g,10,1520,155
2025-07-09,West,Mumbai,CUST9845,Groceries,Aashirvaad Atta 5kg,5,2275,136
2024-05-03,East,Kolkata,CUST1801,Snacks,Lays Chips 100g,2,818,80
2024-10-18,East,Kolkata,CUST1708,Personal Care,Dove Soap,3,282,39
2025-08-10,East,Kolkata,CUST3906,Snacks,Lays Chips 100g,2,318,48
2024-10-23,North,Delhi,CUST3742,Groceries,Aashirvaad Atta 5kg,7,2387,440
2024-11-16,North,Jaipur,CUST5590,Personal Care,Lux Soap,10,5000,779
2024-01-08,South,Hyderabad,CUST7135,Bakery,Cake 500g,7,588,97
2025-10-15,East,Bhubaneswar,CUST7779,Snacks,KurKure 50g,2,428,52
2024-01-03,North,Delhi,CUST4190,Fruits & Vegetables,Tomatoes 1kg,4,1516,274
2024-12-26,East,Bhubaneswar,CUST2324,Beverages,Pepsi 2L,1,275,32
2024-06-17,South,Bengaluru,CUST0361,Groceries,Aashirvaad Atta 5kg,4,1612,144
2024-06-07,North,Jaipur,CUST7829,Dairy,Britannia Cheese,7,2366,464
2025-06-26,West,Mumbai,CUST3499,Beverages,Red Bull 250ml,5,2245,363
2025-05-23,North,Chandigarh,CUST4345,Personal Care,Colgate Toothpaste,2,506,81
2024-08-20,North,Chandigarh,CUST1315,Groceries,Aashirvaad Atta 5kg,10,2170,381
2024-08-05,South,Chennai,CUST8657,Dairy,Britannia Cheese,9,2835,393
2025-10-02,West,Mumbai,CUST7820,Beverages,Red Bull 250ml,7,1148,72
2025-03-09,North,Delhi,CUST9931,Dairy,Paneer 200g,3,615,82
2024-11-18,West,Ahmedabad,CUST3142,Groceries,Fortune Oil 1L,6,2922,242
2025-05-07,West,Mumbai,CUST1758,Bakery,Cake 500g,8,3240,604
2025-12-14,North,Delhi,CUST0873,Bakery,Buns 4pcs,1,347,24
2024-05-09,South,Hyderabad,CUST5514,Groceries,Aashirvaad Atta 5kg,10,1430,250
2024-11-10,North,Delhi,CUST2922,Dairy,Amul Milk 1L,10,2470,248
2024-03-09,East,Patna,CUST0787,Snacks,KurKure 50g,9,2979,357
2024-12-13,West,Mumbai,CUST0964,Fruits & Vegetables,Tomatoes 1kg,4,508,73
2025-03-28,East,Patna,CUST1959,Dairy,Paneer 200g,5,475,41
2025-08-23,North,Delhi,CUST6219,Snacks,KurKure 50g,9,1557,288
2025-09-09,South,Bengaluru,CUST3421,Snacks,KurKure 50g,6,312,50
2024-03-07,South,Chennai,CUST4413,Dairy,Paneer 200g,9,4176,244
2024-12-15,South,Chennai,CUST1858,Snacks,KurKure 50g,10,4060,253
2025-02-02,South,Bengaluru,CUST9468,Dairy,Britannia Cheese,2,266,22
2024-05-03,North,Delhi,CUST9766,Groceries,Aashirvaad Atta 5kg,9,1179,187
2024-02-06,West,Pune,CUST4788,Beverages,Pepsi 2L,6,1062,137
2025-08-02,West,Ahmedabad,CUST7697,Dairy,Amul Milk 1L,8,2640,194
2024-04-30,East,Kolkata,CUST8828,Snacks,Bingo Mad Angles,4,624,101
2024-11-27,North,Delhi,CUST3308,Bakery,Buns 4pcs,9,2196,384
2025-07-27,West,Ahmedabad,CUST3926,Groceries,Fortune Oil 1L,1,323,63
2025-12-14,East,Patna,CUST1067,Snacks,KurKure 50g,3,291,17
2024-02-26,South,Hyderabad,CUST4589,Fruits & Vegetables,Bananas 1kg,4,1348,108
2024-08-07,North,Jaipur,CUST0385,Dairy,Britannia Cheese,5,1645,327
2024-07-18,West,Pune,CUST8672,Dairy,Amul Milk 1L,6,978,76
2025-06-30,North,Jaipur,CUST0688,Groceries,Fortune Oil 1L,2,832,69
2024-07-03,East,Kolkata,CUST0134,Fruits & Vegetables,Tomatoes 1kg,3,1302,82
2025-07-21,West,Ahmedabad,CUST3136,Fruits & Vegetables,Bananas 1kg,10,4410,415
2025-05-04,North,Jaipur,CUST5206,Personal Care,Dove Soap,4,344,28
2024-05-27,North,Chandigarh,CUST9034,Snacks,Lays Chips 100g,7,868,76
2025-06-08,South,Hyderabad,CUST0642,Bakery,Buns 4pcs,2,386,52
2025-08-22,South,Bengaluru,CUST6913,Household,Surf Excel 1kg,1,134,22
2025-02-01,East,Patna,CUST9490,Fruits & Vegetables,Tomatoes 1kg,7,3276,408
2024-08-03,North,Delhi,CUST5114,Beverages,Pepsi 2L,10,3580,407
2024-03-17,East,Kolkata,CUST3165,Household,Harpic Toilet Cleaner,3,1080,146
2025-11-01,West,Mumbai,CUST7114,Bakery,Britannia Bread,5,615,90
2025-03-16,East,Kolkata,CUST4196,Household,Surf Excel 1kg,7,861,93
2024-05-11,North,Delhi,CUST9155,Groceries,Aashirvaad Atta 5kg,8,3880,384
2025-08-19,East,Bhubaneswar,CUST7633,Household,Harpic Toilet Cleaner,7,1610,246
2024-06-21,South,Hyderabad,CUST8129,Bakery,Cake 500g,5,2225,153
2025-01-14,West,Pune,CUST8679,Household,Vim Bar,9,2241,274
2024-12-25,North,Delhi,CUST0679,Fruits & Vegetables,Tomatoes 1kg,8,1864,204
2024-04-04,South,Hyderabad,CUST2717,Dairy,Paneer 200g,3,747,108
2025-09-12,North,Chandigarh,CUST1709,Fruits & Vegetables,Apples 1kg,10,3630,579
2024-01-07,South,Bengaluru,CUST1297,Bakery,Buns 4pcs,2,780,104
2025-04-25,North,Chandigarh,CUST9471,Personal Care,Lux Soap,6,360,48
2025-11-13,West,Pune,CUST1287,Groceries,Fortune Oil 1L,3,1248,85
2024-11-15,West,Pune,CUST3511,Beverages,Coca Cola 2L,9,2979,266
2025-06-11,West,Ahmedabad,CUST5004,Personal Care,Lux Soap,6,1254,212
2025-09-25,South,Bengaluru,CUST7652,Household,Surf Excel 1kg,3,963,51
2025-02-09,North,Jaipur,CUST7599,Fruits & Vegetables,Tomatoes 1kg,2,144,15
2025-01-18,North,Jaipur,CUST4256,Snacks,Bingo Mad Angles,3,948,161
2025-12-05,North,Delhi,CUST2072,Groceries,Aashirvaad Atta 5kg,9,1476,123
2024-08-27,South,Bengaluru,CUST5176,Personal Care,Dove Soap,6,1764,302
2025-12-05,West,Pune,CUST7964,Bakery,Buns 4pcs,9,549,87
2025-04-24,South,Chennai,CUST7943,Groceries,Aashirvaad Atta 5kg,2,408,38
2025-08-10,North,Delhi,CUST5428,Groceries,Tata Salt 1kg,5,2035,280
2025-09-19,North,Chandigarh,CUST5184,Groceries,Aashirvaad Atta 5kg,6,2994,469
2025-02-07,South,Chennai,CUST3942,Household,Vim Bar,7,1596,316
2024-09-12,East,Patna,CUST3842,Household,Harpic Toilet Cleaner,8,1512,300
2024-01-14,East,Patna,CUST0049,Groceries,Aashirvaad Atta 5kg,1,306,28
2025-08-10,West,Ahmedabad,CUST3601,Fruits & Vegetables,Apples 1kg,7,3409,216
2024-07-28,East,Patna,CUST5689,Household,Harpic Toilet Cleaner,10,4710,822
2025-07-21,East,Bhubaneswar,CUST7188,Personal Care,Lux Soap,6,1080,172
2025-09-10,South,Hyderabad,CUST6766,Household,Vim Bar,1,394,62
2025-02-24,East,Bhubaneswar,CUST9023,Household,Harpic Toilet Cleaner,1,172,23
2024-07-25,West,Pune,CUST4423,Snacks,Lays Chips 100g,1,245,31
2025-04-19,West,Mumbai,CUST6826,Personal Care,Dove Soap,6,1542,190
2025-06-19,North,Chandigarh,CUST2223,Dairy,Amul Milk 1L,5,2360,175
2024-12-25,West,Pune,CUST0284,Personal Care,Dove Soap,4,468,25
2024-08-03,East,Patna,CUST3516,Household,Surf Excel 1kg,2,126,7
2025-05-24,South,Bengaluru,CUST7731,Snacks,Bingo Mad Angles,6,2988,508
2024-10-22,East,Bhubaneswar,CUST3441,Groceries,Aashirvaad Atta 5kg,5,1995,197
2024-04-14,West,Pune,CUST7791,Dairy,Britannia Cheese,6,1494,208
2025-07-31,West,Pune,CUST5802,Beverages,Coca Cola 2L,3,708,132
2025-05-27,North,Chandigarh,CUST0439,Personal Care,Lux Soap,10,1700,292
2025-11-09,South,Chennai,CUST5888,Groceries,Fortune Oil 1L,5,1125,216
2024-06-22,North,Delhi,CUST1862,Bakery,Cake 500g,1,382,75
2024-04-01,East,Patna,CUST3398,Groceries,Aashirvaad Atta 5kg,8,1904,302
2025-12-07,South,Chennai,CUST7713,Household,Vim Bar,3,357,56
2024-04-09,West,Mumbai,CUST8860,Dairy,Paneer 200g,3,852,73
2024-07-15,West,Ahmedabad,CUST5616,Snacks,KurKure 50g,1,190,32
2024-05-12,South,Hyderabad,CUST1581,Bakery,Britannia Bread,4,1776,221
2024-09-17,West,Pune,CUST7932,Fruits & Vegetables,Apples 1kg,6,870,136
2024-08-12,West,Pune,CUST3018,Bakery,Buns 4pcs,6,408,53
2024-12-20,West,Pune,CUST8529,Fruits & Vegetables,Apples 1kg,8,2016,194
2025-03-27,South,Chennai,CUST7781,Personal Care,Lux Soap,4,368,51
2025-06-30,East,Kolkata,CUST3827,Snacks,Lays Chips 100g,7,441,32
2025-06-25,East,Kolkata,CUST6017,Snacks,Bingo Mad Angles,8,600,35
2024-11-22,West,Ahmedabad,CUST4496,Household,Harpic Toilet Cleaner,1,314,53
2024-08-27,East,Patna,CUST5285,Beverages,Pepsi 2L,10,2820,188
2025-07-30,West,Ahmedabad,CUST2828,Bakery,Britannia Bread,4,1404,236
2025-01-01,East,Patna,CUST4581,Groceries,Fortune Oil 1L,1,368,61
2025-05-30,North,Delhi,CUST2480,Personal Care,Colgate Toothpaste,6,1344,224
2024-02-01,East,Kolkata,CUST0502,Personal Care,Dove Soap,7,2492,413
2024-07-07,South,Hyderabad,CUST2850,Household,Vim Bar,4,640,43
2024-02-22,West,Mumbai,CUST6705,Household,Harpic Toilet Cleaner,1,74,10
2024-10-05,South,Bengaluru,CUST0841,Fruits & Vegetables,Tomatoes 1kg,5,890,142
2024-08-24,East,Patna,CUST5751,Fruits & Vegetables,Apples 1kg,10,3380,210
2025-02-11,South,Hyderabad,CUST9563,Bakery,Cake 500g,10,4700,847
2025-10-26,East,Kolkata,CUST1762,Groceries,Fortune Oil 1L,10,1180,89
2024-04-18,East,Kolkata,CUST2320,Dairy,Britannia Cheese,9,2997,155
2025-08-20,North,Chandigarh,CUST5116,Beverages,Coca Cola 2L,5,1730,313
2025-11-07,East,Patna,CUST0515,Groceries,Fortune Oil 1L,5,1535,217
2024-08-07,West,Mumbai,CUST3447,Snacks,Lays Chips 100g,9,1431,110
2024-08-16,North,Jaipur,CUST7812,Dairy,Paneer 200g,7,2296,324
2025-05-29,South,Bengaluru,CUST5970,Snacks,KurKure 50g,3,978,62
2025-03-20,South,Chennai,CUST4535,Snacks,Bingo Mad Angles,6,1644,205
2025-04-04,East,Patna,CUST1961,Fruits & Vegetables,Bananas 1kg,8,2184,143
2024-06-07,East,Patna,CUST7923,Fruits & Vegetables,Apples 1kg,7,1729,318
2024-12-26,East,Kolkata,CUST0951,Snacks,Lays Chips 100g,2,422,72
2025-07-15,North,Chandigarh,CUST3729,Groceries,Aashirvaad Atta 5kg,7,2807,296
2025-10-31,West,Pune,CUST1189,Fruits & Vegetables,Bananas 1kg,1,181,23
2025-02-26,North,Jaipur,CUST7255,Snacks,Bingo Mad Angles,8,3072,308
2025-11-17,West,Ahmedabad,CUST5432,Bakery,Britannia Bread,4,1148,175
2025-12-11,West,Mumbai,CUST8501,Bakery,Cake 500g,8,896,62
2025-04-05,East,Patna,CUST7668,Snacks,KurKure 50g,9,3096,356
2025-01-11,West,Mumbai,CUST8621,Snacks,KurKure 50g,6,1266,171
2024-04-17,West,Pune,CUST2710,Dairy,Paneer 200g,2,376,62
2025-06-04,East,Patna,CUST5665,Groceries,Fortune Oil 1L,5,360,64
2024-06-29,North,Jaipur,CUST6283,Beverages,Coca Cola 2L,4,784,145
2025-10-15,North,Delhi,CUST1987,Personal Care,Colgate Toothpaste,1,349,59
2024-07-29,North,Chandigarh,CUST4997,Groceries,Tata Salt 1kg,4,980,77
2025-01-08,East,Patna,CUST2193,Fruits & Vegetables,Bananas 1kg,6,1560,292
2024-11-09,East,Kolkata,CUST7721,Personal Care,Colgate Toothpaste,6,2466,349
2024-09-14,West,Mumbai,CUST1620,Dairy,Britannia Cheese,6,2886,190
2025-09-20,East,Patna,CUST2340,Dairy,Paneer 200g,10,2360,199
2025-06-16,North,Jaipur,CUST2510,Household,Harpic Toilet Cleaner,10,2050,350
2024-12-11,North,Jaipur,CUST6624,Groceries,Fortune Oil 1L,9,909,97
2025-09-09,North,Delhi,CUST2530,Bakery,Britannia Bread,7,2373,212
2024-01-06,East,Patna,CUST1043,Groceries,Aashirvaad Atta 5kg,10,2920,561
2024-03-16,East,Bhubaneswar,CUST0258,Snacks,KurKure 50g,3,417,42
2024-06-22,East,Patna,CUST9382,Bakery,Buns 4pcs,1,312,18
2024-07-30,North,Jaipur,CUST2017,Dairy,Paneer 200g,1,356,20
2025-06-20,East,Bhubaneswar,CUST0922,Fruits & Vegetables,Apples 1kg,9,3411,545
2024-08-16,North,Chandigarh,CUST7196,Beverages,Red Bull 250ml,5,520,71
2024-01-30,West,Mumbai,CUST7295,Household,Surf Excel 1kg,5,1615,261
2024-01-14,North,Chandigarh,CUST7230,Fruits & Vegetables,Tomatoes 1kg,5,2450,453
2024-09-05,North,Jaipur,CUST8268,Groceries,Aashirvaad Atta 5kg,9,2106,109
2024-07-04,South,Hyderabad,CUST2342,Beverages,Coca Cola 2L,9,1854,351
2025-12-21,South,Hyderabad,CUST9841,Fruits & Vegetables,Tomatoes 1kg,3,696,59
2025-10-20,South,Chennai,CUST9749,Fruits & Vegetables,Tomatoes 1kg,7,371,30
2024-08-15,East,Bhubaneswar,CUST4811,Dairy,Paneer 200g,6,2328,187
2025-05-09,West,Ahmedabad,CUST2129,Beverages,Red Bull 250ml,9,4212,655
2025-01-10,North,Delhi,CUST6084,Groceries,Aashirvaad Atta 5kg,1,242,36
2024-02-08,North,Delhi,CUST5980,Personal Care,Dove Soap,9,3465,653
2025-08-06,West,Mumbai,CUST6590,Household,Vim Bar,3,1224,141
2025-06-09,West,Mumbai,CUST2143,Bakery,Cake 500g,4,1648,90
2024-09-22,South,Chennai,CUST5238,Dairy,Paneer 200g,2,348,41
2024-01-08,East,Kolkata,CUST5866,Household,Vim Bar,1,300,25
2025-02-05,South,Hyderabad,CUST0708,Beverages,Red Bull 250ml,5,445,44
2024-11-11,East,Kolkata,CUST4411,Household,Vim Bar,10,4220,237
2024-10-28,South,Bengaluru,CUST1077,Dairy,Paneer 200g,7,1022,84
2024-03-30,West,Ahmedabad,CUST7142,Fruits & Vegetables,Tomatoes 1kg,2,582,48
2024-04-20,North,Chandigarh,CUST3059,Beverages,Pepsi 2L,7,980,148
2024-01-26,West,Ahmedabad,CUST0389,Household,Surf Excel 1kg,3,1080,142
2024-04-23,West,Ahmedabad,CUST5708,Snacks,Lays Chips 100g,3,960,130
2024-12-28,North,Jaipur,CUST2166,Groceries,Aashirvaad Atta 5kg,7,1925,355
2024-06-01,West,Mumbai,CUST8094,Bakery,Britannia Bread,3,1476,257
2025-04-18,West,Mumbai,CUST1722,Personal Care,Colgate Toothpaste,10,4460,344
2025-04-29,East,Bhubaneswar,CUST0147,Beverages,Red Bull 250ml,8,3976,211
2024-07-24,North,Jaipur,CUST4304,Personal Care,Dove Soap,5,825,58
2025-08-20,South,Hyderabad,CUST7560,Snacks,KurKure 50g,6,2556,307
2025-08-01,North,Delhi,CUST5784,Groceries,Tata Salt 1kg,4,1396,254
